Plot_Number,Owner_Name,NRC_Number,Location,Plot_Size_sq_m,Land_Use,Title_Deed,Tenure,Registration_Date,Encumbrances,GPS_Coordinates,Ground_Rent_Status
NDL-1298,Samuel Chola,359259/30/4,Chililabombwe Road,5000,Agricultural,TDR-2013-9722,Leasehold (99 yrs),2007-12-30,Double_Allocation,"-12.981856,28.664856",Paid
NDL-1299,James Mumba,148292/24/7,Itawa,800,Commercial,TDR-2022-6330,Freehold,2007-07-22,None,"-12.995346,28.630985",Paid
NDL-1300,Joseph Kapasa,721731/42/9,Kansenshi,2000,Industrial,TDR-2018-7073,Leasehold (65 yrs),2020-08-31,None,"-12.965295,28.633317",Paid
NDL-1301,George Kaunda,987540/39/5,Garden,300,Commercial,TDR-2020-6166,Leasehold (65 yrs),2016-11-15,None,"-12.979314,28.625812",Paid
NDL-1302,James Banda,694352/40/9,Garden,8000,Industrial,TDR-2021-8311,Freehold,2018-07-12,None,"-12.996040,28.652725",Paid
NDL-1303,Simon Chola,401979/20/1,Masala,1074,Mixed Use,TDR-2023-5010,Leasehold (50 yrs),2024-04-24,None,"-12.971030,28.654409",Paid
NDL-1304,Nchimunya Zulu,878810/29/3,Chifubu,20000,Industrial,TDR-2007-7444,Leasehold (50 yrs),2006-04-22,Double_Allocation,"-12.961318,28.657968",Paid
NDL-1305,Chileshe Kapasa,748772/18/8,Lubuto,1172,Mixed Use,TDR-2021-9276,State Land,2008-04-14,None,"-12.960411,28.665174",Paid
NDL-1306,Nelson Kaluba,455051/24/3,Railway Line,500,Residential,TDR-2020-9605,Leasehold (50 yrs),2010-06-02,None,"-12.989354,28.650686",Paid
NDL-1307,Nelson Mwanza,201814/39/3,Chifubu,8000,Industrial,TDR-2014-6145,Leasehold (65 yrs),2020-11-15,None,"-12.984242,28.642648",Paid
NDL-1308,Patricia Mwanza,284725/35/9,Lubuto,700,Residential,TDR-2007-3511,Leasehold (99 yrs),2021-06-30,Mortgaged,"-12.981284,28.656184",Paid
NDL-1309,Mukuka Kapasa,245677/38/7,Lubuto,1458,Mixed Use,TDR-2005-2449,Leasehold (50 yrs),2023-01-07,None,"-12.966548,28.647737",Paid
NDL-1310,GreenFields Holdings,884047/39/1,Mushili,430,Mixed Use,TDR-2017-5773,Leasehold (50 yrs),2009-06-26,None,"-12.993096,28.642901",Paid
NDL-1311,David Tembo,298740/39/9,Chililabombwe Road,800,Residential,TDR-2015-9542,Freehold,2012-10-11,None,"-12.960953,28.651587",Arrears
NDL-1312,Lubuto Cooperative Industrial,264418/43/6,Kitwe Road,800,Commercial,TDR-2015-1795,Leasehold (99 yrs),2020-02-06,Double_Allocation,"-12.974112,28.627110",Paid
NDL-1313,Mulenga Chanda,988081/44/8,Twapia,1705,Mixed Use,TDR-2018-2002,Freehold,2024-01-12,None,"-12.974875,28.657208",Paid
NDL-1314,Moses Mulenga,163373/47/6,Town Centre,400,Commercial,TDR-2013-3985,Leasehold (50 yrs),2012-05-29,None,"-12.994994,28.621175",Paid
NDL-1315,Chileshe Zulu,898634/47/2,Town Centre,1946,Mixed Use,TDR-2020-1758,Leasehold (99 yrs),2010-08-10,None,"-12.988381,28.653295",Paid
NDL-1316,Chanda Chanda,204608/50/2,Railway Line,10000,Agricultural,TDR-2019-4964,Leasehold (50 yrs),2016-03-20,Mortgaged,"-12.997348,28.657883",Arrears
NDL-1317,Lubuto Cooperative Resources,714291/34/6,Kansenshi,2000,Industrial,TDR-2015-3398,Leasehold (65 yrs),2018-09-27,None,"-12.992377,28.624315",Paid
NDL-1318,Mercy Ndalama,532251/22/5,Town Centre,1200,Commercial,TDR-2021-8155,Leasehold (50 yrs),2012-05-09,None,"-12.985945,28.627982",Paid
NDL-1319,Brian Mulenga,223559/19/2,Industrial Area,1688,Mixed Use,TDR-2013-7289,Leasehold (50 yrs),2011-07-23,None,"-12.997054,28.623861",Arrears
NDL-1320,Michael Mwape,203172/15/8,Masala,8000,Agricultural,TDR-2011-2895,State Land,2018-07-15,Double_Allocation,"-12.986647,28.650150",Paid
NDL-1321,Ndola Estate Co,504755/24/5,Twapia,800,Commercial,TDR-2020-7118,Leasehold (65 yrs),2024-11-20,None,"-12.992034,28.633467",Paid
NDL-1322,Simon Ndalama,429575/18/9,Northrise,250,Commercial,TDR-2017-6218,Leasehold (50 yrs),2018-08-12,None,"-12.997201,28.621159",Paid
NDL-1323,Nchimunya Ndalama,293055/49/2,Chifubu,3000,Agricultural,TDR-2006-4303,Leasehold (65 yrs),2024-10-29,None,"-12.986833,28.656414",Arrears
NDL-1324,Nchimunya Zulu,623048/35/2,Masala,400,Residential,TDR-2016-9548,Freehold,2005-08-22,None,"-12.987070,28.674379",Paid
NDL-1325,Samuel Ndalama,597183/32/1,Twapia,250,Residential,TDR-2005-8914,Freehold,2006-05-09,None,"-12.971054,28.647390",Paid
NDL-1326,Mutale Banda,232816/39/5,Railway Line,8000,Industrial,TDR-2012-1984,Leasehold (99 yrs),2007-03-22,None,"-12.994955,28.638725",Paid
NDL-1327,Linda Sitali,319636/20/1,Railway Line,1932,Mixed Use,TDR-2020-7215,State Land,2015-04-28,None,"-12.990564,28.626026",Paid
NDL-1328,Moses Mwanza,655105/44/5,Lubuto,500,Commercial,TDR-2014-2535,Leasehold (65 yrs),2007-07-20,None,"-12.971480,28.629486",Paid
NDL-1329,Central Agro Enterprises,278354/13/2,Mapalo,5000,Agricultural,TDR-2019-2873,Freehold,2005-07-04,None,"-12.987877,28.657201",Paid
NDL-1330,Simon Mwape,700428/22/9,Ndeke,2000,Agricultural,TDR-2012-6416,State Land,2012-10-23,None,"-12.963346,28.658708",Paid
NDL-1331,Grace Mumba,257916/21/3,Kitwe Road,698,Mixed Use,TDR-2015-5242,Freehold,2005-07-19,None,"-12.969196,28.651186",Paid
NDL-1332,Samuel Mwape,319876/32/2,Industrial Area,630,Mixed Use,TDR-2017-9952,State Land,2020-06-26,None,"-12.976932,28.658234",Paid
NDL-1333,Patrick Kapasa,554417/26/3,Kabushi,977,Mixed Use,TDR-2020-3338,Leasehold (99 yrs),2007-10-22,None,"-12.994623,28.660507",Paid
NDL-1334,George Kaunda,900422/41/5,Garden,1808,Mixed Use,TDR-2020-4228,State Land,2017-07-04,None,"-12.965453,28.638092",Paid
NDL-1335,Victor Sichone,710820/21/1,Itawa,250,Commercial,TDR-2011-9067,Leasehold (50 yrs),2014-07-27,None,"-12.988459,28.642476",Paid
NDL-1336,Alice Chola,224441/43/5,Railway Line,350,Residential,TDR-2014-2427,Leasehold (99 yrs),2008-03-24,Mortgaged,"-12.992799,28.643996",Paid
NDL-1337,Michael Mwanza,483135/45/2,Industrial Area,1350,Mixed Use,TDR-2021-5248,Leasehold (50 yrs),2018-09-16,Auctioned,"-12.986724,28.651812",Paid
NDL-1338,Mulenga Sichone,104751/46/8,Itawa,20000,Industrial,TDR-2020-9354,Leasehold (50 yrs),2006-08-02,Auctioned,"-12.986391,28.654358",Arrears
NDL-1339,ZamBuild Enterprises,637302/46/5,Mapalo,8000,Industrial,TDR-2024-2202,Freehold,2024-01-26,None,"-12.973452,28.653508",Paid
NDL-1340,Peter Mwanza,267863/14/3,Mushili,400,Commercial,TDR-2011-6480,Leasehold (65 yrs),2012-12-01,None,"-12.991503,28.628946",Paid
NDL-1341,Mary Kapasa,879569/11/9,Mushili,300,Commercial,TDR-2010-9635,State Land,2015-07-07,Auctioned,"-12.982699,28.623122",Paid
NDL-1342,Chipo Banda,512882/39/3,Railway Line,350,Residential,TDR-2013-4236,State Land,2022-12-09,None,"-12.989747,28.645167",Paid
NDL-1343,Mutale Banda,169685/14/1,Mapalo,2000,Industrial,TDR-2020-8434,Leasehold (65 yrs),2008-04-13,None,"-12.989666,28.635869",Paid
NDL-1344,GreenFields Group,452330/49/4,Kabushi,1385,Mixed Use,TDR-2012-2855,Leasehold (50 yrs),2007-06-13,None,"-12.987366,28.628690",Paid
NDL-1345,PanAfrican Cement Enterprises,943673/45/8,Town Centre,2000,Agricultural,TDR-2011-5217,Leasehold (65 yrs),2013-11-25,None,"-12.963972,28.648004",Paid
NDL-1346,Brian Ndalama,779040/24/9,Lubuto,250,Residential,TDR-2015-7557,State Land,2016-07-14,None,"-12.992148,28.629924",Paid
NDL-1347,Simon Mumba,884675/43/6,Garden,1091,Mixed Use,TDR-2023-7351,Leasehold (65 yrs),2015-11-11,None,"-12.968897,28.671171",Paid
NDL-1348,Chibwe Chanda,742478/26/1,Railway Line,8000,Agricultural,TDR-2024-3471,State Land,2014-09-04,None,"-12.973968,28.636716",Paid
NDL-1349,Victor Banda,257795/27/1,Lubuto,1434,Mixed Use,TDR-2023-4748,Freehold,2011-06-18,None,"-12.963585,28.646104",Paid
NDL-1350,Beatrice Chola,337962/27/4,Chipulukusu,2000,Industrial,TDR-2014-8128,Leasehold (65 yrs),2009-04-09,Double_Allocation,"-12.981917,28.629680",Paid
NDL-1351,Chanda Mumba,887772/31/9,Garden,800,Residential,TDR-2018-6250,Freehold,2005-02-06,Auctioned,"-12.982610,28.643790",Paid
NDL-1352,ZamBuild Industrial,919509/31/6,Northrise,8000,Agricultural,TDR-2015-2413,Leasehold (50 yrs),2007-09-28,None,"-12.966570,28.662455",Paid
NDL-1353,Thandiwe Mwanza,875810/18/5,Town Centre,1000,Commercial,TDR-2015-3319,Leasehold (50 yrs),2022-08-06,None,"-12.961180,28.655593",Paid
NDL-1354,Victor Kaluba,640996/27/4,Mapalo,722,Mixed Use,TDR-2017-2455,Leasehold (99 yrs),2005-12-31,None,"-12.968565,28.658832",Arrears
NDL-1355,James Kaluba,578802/27/8,Mapalo,570,Mixed Use,TDR-2010-2254,State Land,2020-11-26,None,"-12.984217,28.626161",Paid
NDL-1356,Samuel Kaunda,681328/45/2,Town Centre,3000,Agricultural,TDR-2008-2106,Leasehold (65 yrs),2012-09-18,None,"-12.972900,28.668645",Paid
NDL-1357,Moses Kaunda,988197/33/2,Twapia,20000,Industrial,TDR-2009-9611,State Land,2021-01-26,None,"-12.977549,28.659371",Paid
NDL-1358,Peter Mumba,918915/40/1,Northrise,300,Commercial,TDR-2013-8968,Leasehold (99 yrs),2005-06-18,None,"-12.967421,28.647640",Paid
NDL-1359,Linda Banda,319624/17/2,Railway Line,5000,Industrial,TDR-2005-5676,Leasehold (65 yrs),2010-01-06,Mortgaged,"-12.995291,28.667169",Paid
NDL-1360,Moses Chola,480415/41/9,Ndeke,500,Commercial,TDR-2011-3545,State Land,2010-10-15,None,"-12.992469,28.629644",Paid
NDL-1361,Esther Banda,859676/35/1,Town Centre,300,Residential,TDR-2012-4558,Freehold,2007-04-23,None,"-12.961205,28.655024",Paid
NDL-1362,Ndola Minerals Co,593795/15/8,Kabushi,1000,Residential,TDR-2014-1465,Freehold,2005-06-30,None,"-12.968476,28.657259",Paid
NDL-1363,Peter Tembo,571120/30/3,Itawa,500,Commercial,TDR-2023-3755,Leasehold (65 yrs),2015-07-30,None,"-12.972841,28.649955",Paid
NDL-1364,George Mulenga,381915/21/3,Kabushi,400,Commercial,TDR-2011-6497,State Land,2006-04-24,None,"-12.961344,28.654766",Paid
NDL-1365,Thandiwe Zulu,825224/26/5,Mapalo,1237,Mixed Use,TDR-2013-1506,Leasehold (50 yrs),2005-09-01,None,"-12.960535,28.632788",Paid
NDL-1366,Patrick Mwape,507669/27/8,Garden,300,Commercial,TDR-2024-9755,Leasehold (50 yrs),2019-06-30,None,"-12.991848,28.644978",Paid
NDL-1367,Michael Zulu,126921/24/9,Lubuto,20000,Industrial,TDR-2018-5696,Leasehold (99 yrs),2023-03-28,None,"-12.968294,28.660502",Paid
NDL-1368,Simon Ndalama,340606/42/4,Town Centre,915,Mixed Use,TDR-2019-5240,State Land,2024-12-22,None,"-12.960992,28.627890",Paid
NDL-1369,Moses Zulu,809079/19/8,Lubuto,3000,Industrial,TDR-2008-1261,State Land,2012-08-05,None,"-12.988644,28.654169",Paid
NDL-1370,David Lungu,578881/48/2,Twapia,5000,Agricultural,TDR-2014-4866,Leasehold (99 yrs),2010-06-05,Boundary_Dispute,"-12.996028,28.668927",Paid
NDL-1371,Mulenga Zulu,913434/22/2,Chifubu,5000,Agricultural,TDR-2014-1632,Freehold,2010-04-25,None,"-12.963978,28.626958",Paid
NDL-1372,Nelson Mwanza,601317/21/8,Mushili,1685,Mixed Use,TDR-2015-4730,Leasehold (99 yrs),2018-09-29,None,"-12.981669,28.665870",Paid
NDL-1373,Joseph Lungu,169760/34/2,Itawa,3000,Agricultural,TDR-2007-5427,Leasehold (50 yrs),2011-04-10,None,"-12.977281,28.642406",Paid
NDL-1374,PanAfrican Cement PLC,332088/27/8,Chifubu,8000,Industrial,TDR-2020-9856,State Land,2018-08-08,None,"-12.965249,28.622238",Paid
NDL-1375,Lubuto Cooperative Group,448516/37/9,Itawa,20000,Agricultural,TDR-2007-9354,State Land,2007-05-20,None,"-12.963420,28.642462",Paid
NDL-1376,Nelson Kaunda,406932/35/7,Chipulukusu,20000,Industrial,TDR-2024-1090,Freehold,2015-12-10,None,"-12.964000,28.671720",Paid
NDL-1377,Chanda Tembo,727678/45/7,Kabushi,8000,Industrial,TDR-2009-6601,Leasehold (50 yrs),2018-07-20,None,"-12.982030,28.628405",Paid
NDL-1378,Mulenga Mulilo,574104/21/5,Lubuto,445,Mixed Use,TDR-2015-7143,Leasehold (50 yrs),2021-01-05,None,"-12.981190,28.671176",Paid
NDL-1379,Michael Kaluba,686083/17/7,Kansenshi,8000,Industrial,TDR-2008-2484,State Land,2008-02-16,None,"-12.985426,28.649839",Paid
NDL-1380,Memory Kaunda,399788/42/4,Industrial Area,20000,Agricultural,TDR-2006-8603,Leasehold (99 yrs),2022-06-25,None,"-12.995475,28.659786",Paid
NDL-1381,George Chanda,171079/27/7,Itawa,800,Residential,TDR-2024-8922,Freehold,2007-08-12,None,"-12.964683,28.641954",Paid
NDL-1382,Faith Lungu,350857/31/9,Town Centre,3000,Industrial,TDR-2009-2416,Leasehold (50 yrs),2016-09-15,None,"-12.966801,28.661575",Paid
NDL-1383,Memory Mwape,855381/26/2,Garden,8000,Industrial,TDR-2008-1359,Freehold,2021-10-21,None,"-12.978637,28.640982",Paid
NDL-1384,Linda Tembo,694236/25/4,Railway Line,8000,Industrial,TDR-2014-4732,Leasehold (50 yrs),2021-12-01,None,"-12.987512,28.649646",Paid
NDL-1385,Moses Zulu,381411/25/2,Industrial Area,1500,Commercial,TDR-2009-3738,Leasehold (50 yrs),2011-06-30,None,"-12.983026,28.651627",Paid
NDL-1386,James Lungu,592714/23/9,Garden,2000,Industrial,TDR-2017-9084,State Land,2024-04-12,None,"-12.995278,28.637869",Paid
NDL-1387,Nelson Mulenga,578902/19/8,Mushili,306,Mixed Use,TDR-2019-4761,Leasehold (99 yrs),2023-12-25,None,"-12.967263,28.641584",Paid
NDL-1388,Thandiwe Mwape,182066/11/9,Railway Line,350,Residential,TDR-2012-3908,Freehold,2017-12-07,None,"-12.969664,28.655556",Paid
NDL-1389,Chibwe Mulilo,402752/45/1,Chifubu,400,Residential,TDR-2008-2743,Leasehold (65 yrs),2018-02-25,None,"-12.961223,28.673737",Paid
NDL-1390,Mutale Tembo,659145/21/7,Itawa,1623,Mixed Use,TDR-2023-4182,State Land,2012-10-19,None,"-12.960102,28.664188",Paid
NDL-1391,Memory Mwape,367102/16/8,Ndeke,300,Commercial,TDR-2015-4579,Leasehold (65 yrs),2007-05-30,None,"-12.995210,28.624170",Paid
NDL-1392,Joseph Mumba,593359/34/5,Mushili,8000,Agricultural,TDR-2020-2055,Freehold,2021-02-24,None,"-12.996700,28.653575",Paid
NDL-1393,Simon Mwape,368107/12/8,Itawa,20000,Agricultural,TDR-2013-5276,State Land,2014-03-06,None,"-12.975110,28.632030",Paid
NDL-1394,Kansenshi Traders PLC,790767/33/6,Mapalo,5000,Agricultural,TDR-2006-8921,State Land,2013-11-27,None,"-12.971993,28.647380",Paid
NDL-1395,Mwansa Banda,354846/29/5,Chipulukusu,752,Mixed Use,TDR-2015-6709,Freehold,2015-07-24,None,"-12.968758,28.671733",Paid
NDL-1396,Joseph Mulenga,919352/28/7,Railway Line,20000,Industrial,TDR-2005-6106,Freehold,2016-10-04,None,"-12.982531,28.648659",Paid
NDL-1397,Victor Ndalama,553294/19/8,Ndeke,8000,Agricultural,TDR-2005-2952,Leasehold (65 yrs),2020-12-28,None,"-12.975577,28.637638",Paid
NDL-1398,James Mwanza,582155/47/6,Masala,1500,Agricultural,TDR-2024-8191,Leasehold (65 yrs),2019-11-24,None,"-12.989877,28.641582",Arrears
NDL-1399,James Mwanza,819292/47/2,Mapalo,882,Mixed Use,TDR-2019-1025,Freehold,2024-07-27,None,"-12.990214,28.629472",Paid
NDL-1400,Brian Mwape,506961/49/9,Itawa,10000,Industrial,TDR-2013-9800,Leasehold (99 yrs),2014-07-17,None,"-12.974872,28.654447",Paid
NDL-1401,Ndola Minerals Co,538608/37/7,Masala,250,Commercial,TDR-2017-6975,Leasehold (65 yrs),2012-04-28,None,"-12.997501,28.629687",Paid
NDL-1402,Patricia Tembo,254173/47/1,Chililabombwe Road,5000,Industrial,TDR-2021-3252,Leasehold (99 yrs),2024-04-24,None,"-12.988731,28.651654",Paid
NDL-1403,Moses Kapasa,803494/26/1,Mapalo,400,Residential,TDR-2010-4900,Leasehold (50 yrs),2007-08-04,None,"-12.963518,28.669955",Paid
NDL-1404,James Banda,937623/28/4,Masala,5000,Industrial,TDR-2017-7557,Leasehold (65 yrs),2016-06-23,None,"-12.964455,28.646046",Paid
NDL-1405,Mutale Mwape,995622/13/8,Chipulukusu,400,Residential,TDR-2022-3663,Leasehold (99 yrs),2021-11-20,None,"-12.961195,28.624472",Paid
NDL-1406,Patrick Kaluba,137159/22/4,Industrial Area,1120,Mixed Use,TDR-2021-5606,Leasehold (65 yrs),2005-09-15,None,"-12.995312,28.657696",Paid
NDL-1407,Thandiwe Lungu,521640/34/1,Kansenshi,20000,Agricultural,TDR-2008-9098,Freehold,2012-04-12,Double_Allocation,"-12.972328,28.659786",Paid
NDL-1408,James Phiri,255766/33/9,Kitwe Road,8000,Agricultural,TDR-2008-2750,Freehold,2014-04-20,None,"-12.978431,28.651756",Paid
NDL-1409,Kansenshi Traders Ltd,562402/30/8,Lubuto,5000,Agricultural,TDR-2019-5214,State Land,2005-07-30,None,"-12.986807,28.633064",Paid
NDL-1410,UrbanDevelopers Resources,638858/46/6,Northrise,250,Commercial,TDR-2021-6190,Leasehold (65 yrs),2019-09-12,None,"-12.975748,28.627990",Paid
NDL-1411,Mulenga Mwape,279531/49/9,Lubuto,500,Commercial,TDR-2011-1144,State Land,2017-11-23,None,"-12.984132,28.661985",Arrears
NDL-1412,Kansenshi Traders Resources,942389/12/5,Northrise,250,Residential,TDR-2005-9625,Leasehold (65 yrs),2024-06-30,Boundary_Dispute,"-12.980634,28.622877",Paid
NDL-1413,George Sitali,150171/15/5,Garden,200,Residential,TDR-2014-2781,State Land,2011-01-28,None,"-12.970649,28.644704",Paid
NDL-1414,Chanda Banda,754345/50/9,Northrise,700,Residential,TDR-2023-5794,State Land,2016-02-15,None,"-12.988085,28.655264",Paid
NDL-1415,Joseph Chanda,281502/32/7,Kansenshi,1000,Residential,TDR-2017-4437,Leasehold (50 yrs),2020-05-21,Auctioned,"-12.983654,28.666140",Paid
NDL-1416,Linda Chola,699560/10/7,Railway Line,5000,Industrial,TDR-2018-2066,Leasehold (65 yrs),2022-09-23,None,"-12.997009,28.658635",Paid
NDL-1417,Michael Chola,104811/22/8,Lubuto,200,Residential,TDR-2016-9126,Freehold,2005-07-15,Mortgaged,"-12.963827,28.666113",Paid
NDL-1418,Esther Sitali,541644/12/2,Masala,300,Commercial,TDR-2010-1780,Leasehold (99 yrs),2014-01-10,None,"-12.976209,28.630494",Paid
NDL-1419,Ndola Minerals Holdings,846667/17/8,Northrise,1500,Commercial,TDR-2008-4266,Leasehold (50 yrs),2024-01-10,None,"-12.975175,28.627821",Paid
NDL-1420,Chipo Mulenga,180989/46/4,Mushili,2000,Industrial,TDR-2021-1735,State Land,2012-05-06,None,"-12.983126,28.655800",Arrears
NDL-1421,UrbanDevelopers Holdings,823309/34/3,Chipulukusu,3000,Industrial,TDR-2012-3362,Leasehold (50 yrs),2013-11-09,None,"-12.965658,28.674629",Paid
NDL-1422,Copperbelt Logistics Ltd,824685/42/7,Town Centre,403,Mixed Use,TDR-2005-7548,Freehold,2023-01-31,None,"-12.968665,28.641085",Paid
NDL-1423,Mercy Kaluba,220880/39/6,Twapia,200,Residential,TDR-2011-3160,Leasehold (99 yrs),2019-08-25,None,"-12.969495,28.663101",Arrears
NDL-1424,Nelson Mulilo,527813/29/6,Lubuto,250,Commercial,TDR-2018-2560,Leasehold (50 yrs),2012-06-21,None,"-12.960953,28.627668",Paid
NDL-1425,Copperbelt Logistics Ltd,824622/11/7,Garden,400,Commercial,TDR-2009-2013,Leasehold (65 yrs),2014-05-02,None,"-12.964866,28.635116",Paid
NDL-1426,Faith Zulu,655133/47/3,Chifubu,8000,Industrial,TDR-2019-9106,Leasehold (99 yrs),2007-10-18,None,"-12.962355,28.626991",Paid
NDL-1427,Mercy Sichone,457348/30/8,Mushili,350,Residential,TDR-2012-6469,Leasehold (99 yrs),2021-09-15,None,"-12.962386,28.641573",Paid
NDL-1428,Brian Chola,107625/47/8,Kabushi,600,Residential,TDR-2013-2849,State Land,2005-08-13,None,"-12.985406,28.624262",Paid
NDL-1429,Chileshe Sichone,683822/27/7,Mapalo,3000,Agricultural,TDR-2009-2868,Leasehold (65 yrs),2015-06-06,None,"-12.997427,28.671158",Arrears
NDL-1430,Central Agro PLC,344816/49/7,Kansenshi,3000,Agricultural,TDR-2007-1593,State Land,2009-11-10,None,"-12.992784,28.658945",Arrears
NDL-1431,Mulenga Ndalama,309252/27/1,Ndeke,700,Residential,TDR-2022-3184,Freehold,2023-05-03,Auctioned,"-12.985632,28.671554",Paid
NDL-1432,ZamBuild Ltd,927080/38/8,Garden,450,Residential,TDR-2012-1379,Leasehold (65 yrs),2008-07-18,None,"-12.962987,28.635237",Arrears
NDL-1433,Mukuka Banda,314355/40/5,Itawa,400,Commercial,TDR-2018-5558,Freehold,2024-04-03,None,"-12.968533,28.633979",Arrears
NDL-1434,Mary Phiri,575515/39/5,Mushili,500,Commercial,TDR-2013-3881,State Land,2017-12-20,None,"-12.979471,28.655704",Paid
NDL-1435,Lubuto Cooperative Group,976417/18/5,Mapalo,2000,Agricultural,TDR-2012-4540,Leasehold (99 yrs),2022-02-13,None,"-12.987099,28.671069",Paid
NDL-1436,ZamBuild Group,706217/30/4,Town Centre,10000,Agricultural,TDR-2018-5203,Freehold,2008-03-08,None,"-12.995761,28.636593",Paid
NDL-1437,Chileshe Ndalama,806294/19/5,Itawa,200,Residential,TDR-2019-7656,Leasehold (65 yrs),2008-06-18,None,"-12.963227,28.640801",Paid
NDL-1438,Chileshe Zulu,222668/37/8,Chipulukusu,20000,Agricultural,TDR-2010-8769,Freehold,2007-08-13,Boundary_Dispute,"-12.971239,28.633605",Paid
NDL-1439,Michael Chola,569880/11/6,Masala,2000,Industrial,TDR-2022-9838,Leasehold (99 yrs),2017-10-08,None,"-12.996612,28.624897",Paid
NDL-1440,Nelson Mumba,857740/47/5,Garden,20000,Agricultural,TDR-2023-4445,State Land,2022-09-03,None,"-12.985135,28.621865",Paid
NDL-1441,Michael Lungu,458791/38/3,Kitwe Road,500,Residential,TDR-2011-1194,Leasehold (99 yrs),2013-09-15,None,"-12.977889,28.652143",Paid
NDL-1442,Mercy Lungu,528615/15/1,Garden,1920,Mixed Use,TDR-2012-1772,Freehold,2005-01-12,None,"-12.997780,28.623959",Paid
NDL-1443,James Mumba,865170/42/5,Mushili,1200,Commercial,TDR-2008-9690,Leasehold (65 yrs),2018-07-01,None,"-12.992536,28.664109",Paid
NDL-1444,Nelson Mwanza,735189/47/5,Kitwe Road,10000,Agricultural,TDR-2016-7760,State Land,2021-03-06,None,"-12.960877,28.654322",Paid
NDL-1445,Nchimunya Sitali,565456/49/9,Chifubu,1000,Commercial,TDR-2021-6217,Freehold,2013-12-29,Caveat,"-12.995142,28.649992",Paid
NDL-1446,Alice Mumba,474012/24/8,Chililabombwe Road,949,Mixed Use,TDR-2005-4400,Leasehold (65 yrs),2016-09-09,None,"-12.979711,28.660575",Paid
NDL-1447,Chibwe Sitali,253249/37/2,Kansenshi,1500,Commercial,TDR-2018-2724,Freehold,2011-03-26,None,"-12.976227,28.653293",Paid
NDL-1448,Chipo Chanda,370129/21/8,Mapalo,3000,Agricultural,TDR-2012-5353,State Land,2020-02-04,None,"-12.987724,28.660408",Paid
NDL-1449,Joseph Mwape,758248/35/2,Garden,20000,Agricultural,TDR-2019-1367,Freehold,2020-12-14,None,"-12.961425,28.651514",Paid
NDL-1450,Lubuto Cooperative PLC,158894/36/8,Mapalo,10000,Industrial,TDR-2012-6568,Freehold,2011-03-17,None,"-12.997647,28.638715",Arrears
NDL-1451,Mulenga Zulu,228108/20/6,Kabushi,1000,Commercial,TDR-2012-8283,Leasehold (65 yrs),2008-07-20,None,"-12.961001,28.667572",Paid
NDL-1452,Joseph Lungu,187247/33/8,Twapia,5000,Agricultural,TDR-2011-3037,Leasehold (50 yrs),2017-11-23,Boundary_Dispute,"-12.966965,28.621787",Paid
NDL-1453,Victor Kapasa,662132/29/7,Ndeke,1500,Agricultural,TDR-2022-9445,Freehold,2021-03-04,None,"-12.996887,28.623329",Paid
NDL-1454,PanAfrican Cement Resources,434013/16/9,Town Centre,1500,Commercial,TDR-2013-7569,State Land,2022-03-21,Double_Allocation,"-12.970624,28.627938",Paid
NDL-1455,Moses Kaunda,559873/31/4,Mushili,1931,Mixed Use,TDR-2020-5472,State Land,2012-08-07,None,"-12.976486,28.667330",Paid
NDL-1456,Kansenshi Traders Resources,261871/42/1,Garden,500,Residential,TDR-2006-2060,Leasehold (65 yrs),2012-12-04,None,"-12.966688,28.659760",Arrears
NDL-1457,PanAfrican Cement Holdings,139227/21/3,Kitwe Road,2000,Industrial,TDR-2013-8696,Leasehold (65 yrs),2009-03-26,None,"-12.975392,28.670432",Paid
